video_id,title,description,published_at,tags,hashtags,duration,view_count,like_count,comment_count
FKX-bdKESCo,ASMR crunchy cat treats 🔊,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-11-03T19:12:31Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT28S,14812,787,12
4-NQSvZXvmY,CATch of the day 🎣🐱,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-11-01T10:21:55Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT18S,106926,2057,42
2ZeXDMYhe7s,Even serial killers get hungry 🐱🔪,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute Dexter The Cat. @Dexter @paramountplus   #cats #catlife #catlovers #pets #catsoftheday #catlove #dextheorangecat #cardboardcat",2025-10-31T12:30:58Z,caty|cats|cat|catt|kitten|kitty|catlove|lovecats|cutecat|orangecat|orange cat|orange cat energy,#cat|#orangecat|#kitten|#funnycats|#cute|#cats|#catlife|#catlovers|#pets|#catsoftheday|#catlove|#dextheorangecat|#cardboardcat,PT18S,9853,430,12
2ts2sEeSOnw,My cat has a goofy diet 🐟📦,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-10-25T10:13:35Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT16S,71451,2405,49
J8EzePguv20,Cat inspecting parcels 📦,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-10-22T12:59:08Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT32S,13839,1231,18
uNzEP4oJZQo,His 1 brain cell working overtime 🧠🥴,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-10-19T15:52:23Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT20S,31726,1961,35
VEtVzc5t70U,Orange cat activities 🙄,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-10-16T11:44:22Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT15S,42551,2235,45
a-rXe7eeKUg,Orange cats are demons 👹,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-10-10T12:17:54Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT9S,13828,750,17
GylAr3k6DfY,This cat has zero chill 😑,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-10-09T15:27:58Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT10S,13803,708,9
TVTECp2bv8E,My cats DNA test results 🧬,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-10-02T11:24:54Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT23S,605107,19290,139
Ic8vt1p6GWI,It’s spooky szn 🎃,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-10-01T12:48:25Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT9S,15079,814,8
aDhOKhixo6A,Nothing gets past Dexter 📦 ✅,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-28T13:35:57Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT19S,43066,1838,25
0o78Kh-9sII,100% of Orange cats are goblins,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-20T12:35:22Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT13S,44736,2086,33
93Wq2Cls0rU,Recycling Inspector Cat ♻️,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-17T17:01:30Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT26S,51702,2357,40
tqF260VZYgQ,The most scrunchy cat 😖,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-16T09:29:40Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT9S,28538,1137,27
cpMAs8Z1V-4,5 star cat spa treatment ⭐️,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-13T18:08:22Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT19S,612921,11111,140
hHRD4U_Nl6c,Bro’s a fishing legend 🎣 What shall we make next with the BeaverBot?! 📦🔥,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-08T11:18:17Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT32S,60131,3393,41
Efcwe3H4AJE,Immaculate grip 🍊,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-07T15:00:25Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT16S,50240,3720,39
-jiRFIw6XPI,Why would you do that? 😭,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-06T15:42:55Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT11S,57358,1993,20
TNkpj3kmfcE,The most satisfying bite 😮‍💨,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-09-01T14:53:48Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT15S,59740,4044,56
3yKoEC8EsQQ,24 karat orange 🍊,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-08-29T16:54:05Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT11S,55434,2485,16
aeNJzdITrCo,This cat has a gourmet palate 😮,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-08-27T17:43:22Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT18S,76168,3637,27
xQDldEcQzTI,DIY crunchy cat Taco 🌮,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-08-19T16:10:04Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT23S,59985,3512,58
gKK5urQnNdU,Bro has a dark side 🥔,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-08-16T12:53:55Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT9S,61913,4002,34
h96zLdfYu7Y,Hungry Gremlin 🐱,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-08-14T12:15:22Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT20S,49004,3312,20
6WmnEuXbvd8,My cat is an orange demon 👹,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-08-13T13:59:14Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT8S,91076,3821,26
dZnSnTIN3zA,Cat cardboard challenge 🫣,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-07-25T10:42:45Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT20S,51842,1945,21
xuqHQrJHodI,Birthday cake for my cat 🎂,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-07-23T21:03:43Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT41S,52100,3994,120
pVALvQBirXM,This cat is SO THIRSTY 😳💧,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-07-09T20:41:55Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT12S,89352,4762,86
rz5Hfvj5I4Q,No peace with an orange cat 😤🧡,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-07-06T18:59:04Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT9S,109817,4119,29
4MS5cVYLOd4,5 reasons to get an orange cat 🏆,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-07-01T12:49:56Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT33S,19644184,613787,1833
5eruu691Aqk,My Cat Munching a Hot Dog,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-06-26T10:55:47Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT13S,73823,2932,29
ZO-J0Y9aW20,Tiny cat sandwich 🥪,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-06-24T19:45:57Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT10S,90480,4228,31
Z9TAyUh_Q5o,Orange cat vs heatwave 😾🌡️,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-06-23T17:33:22Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT14S,59191,2781,33
uxxkB5Lx-T4,This cat is such a diva 🙄,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-06-16T19:26:15Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT12S,98275,4338,26
iWYpI_yb9iI,DIY Crunchy Cat Orange 🍊,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-06-14T14:14:32Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT24S,116175,5351,138
XnORPfopNag,Place your finger here…,"Dexter the Cat 📦🐈 Winner of The Crunchiest Cat in the Universe competition three years in a row. 🎖️ He is a goober, a stapler, and a cutie-patootie rolled into one orange-flavoured cat. 0% brain cells, 100% vibes.  #cat #orangecat #kitten #funnycats #cute",2025-06-07T18:59:47Z,,#cat|#orangecat|#kitten|#funnycats|#cute,PT14S,138107,7634,244
